"ID";"P1";"P3";"P8";"P12";"P13";"P14";"P15";"P16";"P17";"P18";"P21";"P22";"P23";"P24";"P26";"P2";"P4";"P5";"P6";"P7";"P9";"P10";"P11";"P19";"P20"
724;Sim;Na família;NS/NR;Não;;;;;;;40 a 49 anos;Ensino fundamental;NS/NR;Trabalha fora;Sudeste;Sim;Não;Importante;Importante;Importante;Sexual;Não;;;
725;Não;Na família;No trabalho;Não;;;;;;;40 a 49 anos;Ensino superior;Mais de 21 salários mínimos (R$ 5.460);Trabalha fora;Sudeste;Não;Não;Importante;Importante;Importante;Física;Não;;;
726;As vezes;No trabalho;Na solicitação de serviços;Não;;;;;;;40 a 49 anos;Ensino médio;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Sudeste;Não;Sim;Importante;Muito importante;Importante;Sexual;Sim;Física;;
727;Não;Na família;NS/NR;Não;;;;;;;40 a 49 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Sudeste;Não;Sim;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
728;Não;NS/NR;No trabalho;Não;;;;;;;40 a 49 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Sudeste;Não;Não;Importante;Importante;Importante;Moral;Não;;;
729;Não;Na família;NS/NR;Não;;;;;;;40 a 49 anos;Ensino médio;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Dona de casa;Sudeste;Não;Não;Muito importante;Importante;Importante;Física;Não;;;
730;Não;No trabalho;Na família;Sim;Física;3 vezes;30 a 39 anos;NS/NR;Procurou uma delegacia comum;Regular;40 a 49 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Física;Sim;Física;Foi para casa de amigos;
731;Sim;Nas instituições públicas;Na família;Não;;;;;;;40 a 49 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Sudeste;Não;NS/NR;Muito importante;Muito importante;Muito importante;Física;Sim;Psicológica;;
732;As vezes;Na família;Nas instituições públicas;Sim;Física;3 vezes;30 a 39 anos;Marido;Procurou uma delegacia comum;Ruim;40 a 49 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Sudeste;Não;Em parte;Muito importante;Muito importante;Muito importante;Psicológica;Não;;Foi para sua casa;
733;Sim;No trabalho;Nas instituições públicas;Não;;;;;;;40 a 49 anos;Ensino médio;Mais de 21 salários mínimos (R$ 5.460);Trabalha fora;Sudeste;As vezes;Não;Muito importante;Muito importante;Muito importante;Física;Sim;Física;;
734;Não;Na família;NS/NR;Não;;;;;;;40 a 49 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Sudeste;Não;Não;Sem importância;Muito importante;Muito importante;Sexual;Não;;;
735;Não;NS/NR;NS/NR;Sim;Física;1 vez;30 a 39 anos;Marido;Procurou uma delegacia da mulher;Péssimo;40 a 49 anos;Ensino médio;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Sudeste;As vezes;Não;Muito importante;Importante;Muito importante;NS/NR;Sim;Física;Foi para casa de familiares;
736;Não;Na família;Nas instituições públicas;Não;;;;;;;40 a 49 anos;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sudeste;Não;Sim;Muito importante;Muito importante;Muito importante;Moral;Não;;;
737;As vezes;Na família;Nas instituições públicas;Sim;Psicológica;2 vezes;30 a 39 anos;Marido;NS/NR;;40 a 49 anos;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Sim;Psicológica;;
738;As vezes;Na família;No trabalho;Não;;;;;;;40 a 49 anos;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sudeste;Não;Não;Muito importante;Importante;Muito importante;Física;Sim;Física;;
739;Não;Na família;No trabalho;Não;;;;;;;40 a 49 anos;Ensino superior;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Sudeste;Não;Não;Muito importante;Muito importante;Importante;Física;Não;;;
740;Sim;Nas instituições públicas;No trabalho;Não;;;;;;;40 a 49 anos;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;As vezes;Em parte;Importante;Muito importante;Importante;Psicológica;Sim;Física;;
741;As vezes;Na solicitação de serviços;Na família;Não;;;;;;;40 a 49 anos;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Moral;Sim;Física;;
742;As vezes;Na Justiça;Na família;Não;;;;;;;40 a 49 anos;Ensino fundamental;NS/NR;Dona de casa;Sudeste;Não;Sim;Muito importante;Muito importante;Muito importante;Psicológica;Não;;;
743;Não;NS/NR;Na família;Sim;Física;4 vezes ou mais;40 a 49 anos;Marido;Silenciou;;40 a 49 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Sudeste;Não;Sim;Importante;Importante;Muito importante;Psicológica;Sim;Física;;
744;Não;Na família;Nas instituições públicas;Não;;;;;;;40 a 49 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sudeste;Não;Não;Muito importante;Importante;Muito importante;Sexual;Não;;;
745;Não;Na família;No trabalho;Não;;;;;;;40 a 49 anos;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;Não;Em parte;Importante;Muito importante;Importante;Sexual;Não;;;
746;Sim;Na Justiça;Na solicitação de serviços;Não;;;;;;;40 a 49 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;As vezes;Não;Importante;Muito importante;Importante;NS/NR;Sim;Física;;
747;Não;Na família;Na Justiça;Sim;Física;4 vezes ou mais;20 a 29 anos;Marido;Silenciou;;40 a 49 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sudeste;Não;Sim;Muito importante;Muito importante;Muito importante;Psicológica;Sim;Física;;
748;Não;Na família;No trabalho;Sim;Sexual;2 vezes;30 a 39 anos;NS/NR;NS/NR;;40 a 49 anos;Ensino médio;Até 2 salários míninos (R$ 520);Trabalha fora;Sudeste;Não;Não;Indiferente;Indiferente;Indiferente;Psicológica;Sim;Física;;
749;Sim;Na Justiça;No trabalho;Não;;;;;;;40 a 49 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sudeste;Não;Sim;Muito importante;Muito importante;Muito importante;Física;Não;;;
750;As vezes;NS/NR;Na solicitação de serviços;Sim;Moral;4 vezes ou mais;até 19 anos;Marido;Silenciou;;50 a 59 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Sudeste;Não;Não;Importante;Indiferente;Importante;Psicológica;Sim;Moral;;
751;Não;NS/NR;No trabalho;Não;;;;;;;50 a 59 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Sudeste;Não;Sim;Muito importante;Muito importante;Muito importante;Psicológica;Sim;Física;;
752;Não;Na família;Na Justiça;Não;;;;;;;50 a 59 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Psicológica;Sim;Física;;
753;Sim;Na família;No trabalho;Não;;;;;;;50 a 59 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Sudeste;Não;Sim;Muito importante;Importante;Muito importante;Moral;Não;;;
754;As vezes;Na família;No trabalho;Não;;;;;;;50 a 59 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sudeste;As vezes;Não;Muito importante;Importante;Importante;Moral;Não;;;
755;As vezes;NS/NR;No trabalho;Não;;;;;;;50 a 59 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Sudeste;Não;Em parte;Importante;Importante;Muito importante;Psicológica;Não;;;
756;As vezes;Na família;Na solicitação de serviços;Não;;;;;;;50 a 59 anos;Ensino superior;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Dona de casa;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Física;Não;;;
757;NS/NR;Na família;NS/NR;Não;;;;;;;50 a 59 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Trabalha fora;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Sim;Física;;
758;Não;Na família;Na Justiça;Não;;;;;;;50 a 59 anos;Ensino médio;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Dona de casa;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
759;Não;Na família;No trabalho;Não;;;;;;;50 a 59 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Sudeste;Não;Em parte;Muito importante;Importante;Importante;Moral;Não;;;
760;Não;Nas instituições públicas;Na família;Não;;;;;;;50 a 59 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Sudeste;Não;Não;Importante;Importante;Muito importante;Física;Sim;Física;;
761;Não;Nas instituições públicas;Na família;Não;;;;;;;50 a 59 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Dona de casa;Sudeste;Não;Em parte;Muito importante;Muito importante;Muito importante;Psicológica;Não;;;
762;Sim;Na família;NS/NR;Não;;;;;;;50 a 59 anos;Ensino superior;Mais de 21 salários mínimos (R$ 5.460);Trabalha fora;Sudeste;Não;Em parte;Importante;Muito importante;Muito importante;Moral;Sim;Física;;
763;Não;Na família;No trabalho;Não;;;;;;;50 a 59 anos;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;Não;Não;Importante;Muito importante;Importante;Psicológica;Não;;;
764;As vezes;Na família;Na família;Não;;;;;;;50 a 59 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Trabalha fora;Sudeste;Não;Sim;Indiferente;Muito importante;Muito importante;Sexual;Não;;;
765;Não;Na família;No trabalho;Não;;;;;;;50 a 59 anos;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Sim;Física;;
766;Não;Na família;NS/NR;Não;;;;;;;50 a 59 anos;Não alfabetizada;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;Sim;Sim;Importante;Importante;Importante;Física;Não;;;
767;As vezes;Na família;Na solicitação de serviços;Não;;;;;;;50 a 59 anos;Ensino médio;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Dona de casa;Sudeste;Não;Em parte;Importante;Muito importante;Muito importante;Física;Não;;;
768;Não;Na família;Na Justiça;Não;;;;;;;50 a 59 anos;Ensino fundamental;NS/NR;Trabalha fora;Sudeste;As vezes;Não;Muito importante;Muito importante;Muito importante;Psicológica;Sim;Física;;
769;Não;Na família;Nas instituições públicas;Não;;;;;;;50 a 59 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Dona de casa;Sudeste;Não;Não;Importante;Muito importante;Importante;Sexual;Não;;;
770;Sim;Na família;Na Justiça;Não;;;;;;;50 a 59 anos;Ensino superior;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
771;Não;Na Justiça;Na família;Não;;;;;;;50 a 59 anos;Ensino médio;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Dona de casa;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Física;Não;;;
772;As vezes;Na família;Na solicitação de serviços;Não;;;;;;;50 a 59 anos;Ensino superior;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;As vezes;Em parte;Importante;Muito importante;Importante;Física;Não;;;
773;As vezes;Na família;Na família;Não;;;;;;;50 a 59 anos;Ensino médio;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Dona de casa;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Psicológica;Não;;;
774;Não;Na família;Na Justiça;Não;;;;;;;50 a 59 anos;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
775;As vezes;Na família;Na Justiça;Não;;;;;;;50 a 59 anos;Ensino médio;Até 2 salários míninos (R$ 520);Trabalha fora;Sudeste;Não;Não;Importante;Importante;Importante;Sexual;Não;;;
776;Não;Na família;Na Justiça;Não;;;;;;;60 anos ou mais;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;Não;Não;Importante;Importante;Importante;Psicológica;Não;;;
777;Sim;Na família;Nas instituições públicas;Sim;Moral;4 vezes ou mais;até 19 anos;Marido;Procurou uma delegacia da mulher;Bom;60 anos ou mais;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Sudeste;Não;Não;Muito importante;Muito importante;Importante;Moral;Sim;Moral;Foi para sua casa;
778;Não;NS/NR;Nas instituições públicas;Não;;;;;;;60 anos ou mais;Ensino médio;Até 2 salários míninos (R$ 520);Estudante;Sudeste;Não;Em parte;Importante;Muito importante;Importante;Física;Não;;;
779;Não;Na família;Na solicitação de serviços;Não;;;;;;;60 anos ou mais;Ensino fundamental;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Sudeste;Não;Não;Importante;Muito importante;Muito importante;Sexual;Não;;;
780;Sim;Na família;NS/NR;Não;;;;;;;60 anos ou mais;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Sudeste;Não;Sim;Muito importante;Muito importante;Muito importante;Física;Sim;Física;;
781;Não;Nas instituições públicas;NS/NR;Não;;;;;;;60 anos ou mais;Não alfabetizada;Até 2 salários míninos (R$ 520);Dona de casa;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Moral;Não;;;
782;As vezes;Na família;Na família;Não;;;;;;;60 anos ou mais;NS/NR;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;Não;Sim;Muito importante;Muito importante;Muito importante;Física;Não;;;
783;Não;NS/NR;NS/NR;Não;;;;;;;60 anos ou mais;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;Não;Não;Importante;Muito importante;Importante;Sexual;Não;;;
784;Não;Na família;Na solicitação de serviços;Não;;;;;;;60 anos ou mais;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
785;As vezes;Na família;Nas instituições públicas;Não;;;;;;;60 anos ou mais;Ensino superior;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Dona de casa;Sudeste;Não;Em parte;Sem importância;Pouco Importante;Importante;Psicológica;Não;;;
786;Sim;Na família;Nas instituições públicas;Não;;;;;;;60 anos ou mais;Ensino superior;Até 2 salários míninos (R$ 520);Dona de casa;Sudeste;Sim;Sim;Importante;Muito importante;Muito importante;Sexual;Não;;;
787;Não;NS/NR;NS/NR;Sim;Física;1 vez;60 anos ou mais;Marido;Procurou uma delegacia da mulher;Ótimo;60 anos ou mais;Ensino médio;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Dona de casa;Sudeste;Não;Em parte;Muito importante;Muito importante;Muito importante;NS/NR;Sim;Física;Foi para casa de familiares;
788;As vezes;No trabalho;Na solicitação de serviços;Não;;;;;;;60 anos ou mais;Não alfabetizada;NS/NR;Dona de casa;Sudeste;As vezes;Em parte;Importante;Muito importante;Importante;Sexual;Sim;Física;;
789;Não;Na família;Na Justiça;Não;;;;;;;60 anos ou mais;Não alfabetizada;Até 2 salários míninos (R$ 520);Dona de casa;Sudeste;As vezes;Não;Muito importante;Muito importante;Muito importante;Moral;Não;;;
790;As vezes;Na família;No trabalho;Não;;;;;;;60 anos ou mais;Não alfabetizada;Até 2 salários míninos (R$ 520);Dona de casa;Sudeste;Não;Sim;Importante;Muito importante;Importante;Moral;Não;;;
791;Não;Na solicitação de serviços;No trabalho;Sim;Psicológica;1 vez;60 anos ou mais;NS/NR;NS/NR;;60 anos ou mais;Ensino fundamental;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Sudeste;Não;NS/NR;Muito importante;NS/NR;Muito importante;Psicológica;Não;;;
792;As vezes;Nas instituições públicas;Na família;Não;;;;;;;60 anos ou mais;Ensino fundamental;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Dona de casa;Sudeste;As vezes;Sim;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
793;Não;NS/NR;No trabalho;Não;;;;;;;60 anos ou mais;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Sudeste;As vezes;Não;Muito importante;Muito importante;Muito importante;Física;Não;;;
794;Não;NS/NR;No trabalho;Não;;;;;;;60 anos ou mais;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;NS/NR;Sim;Importante;Muito importante;Muito importante;NS/NR;Não;;;
795;Não;No trabalho;Nas instituições públicas;Sim;Física;1 vez;50 a 59 anos;Marido;Procurou uma delegacia da mulher;Regular;60 anos ou mais;Ensino fundamental;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Dona de casa;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Física;Sim;Física;Foi para sua casa;
796;As vezes;Na Justiça;Na família;Não;;;;;;;20 a 29 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
797;Não;Na família;Nas instituições públicas;Não;;;;;;;20 a 29 anos;Ensino médio;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Estudante;Nordeste;Não;Sim;Muito importante;Muito importante;Muito importante;Psicológica;Não;;;
798;Não;Na família;Nas instituições públicas;Não;;;;;;;20 a 29 anos;Ensino superior;Mais de 21 salários mínimos (R$ 5.460);Trabalha fora;Nordeste;Não;Não;Importante;Importante;Importante;Física;Não;;;
799;Não;Na família;Nas instituições públicas;Não;;;;;;;20 a 29 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Não;Importante;Importante;Muito importante;Física;Não;;;
800;As vezes;Na família;Nas instituições públicas;Não;;;;;;;30 a 39 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Psicológica;Não;;;
801;Não;Na família;Na solicitação de serviços;Não;;;;;;;30 a 39 anos;Ensino médio;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Nordeste;Não;Sim;Muito importante;Importante;Importante;Moral;Não;;;
802;Não;Nas instituições públicas;Na família;Sim;Psicológica;4 vezes ou mais;30 a 39 anos;Marido;Silenciou;;30 a 39 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Não;Muito importante;Importante;Importante;Psicológica;Sim;Psicológica;;
803;Não;Na família;Na solicitação de serviços;Sim;Física;4 vezes ou mais;até 19 anos;Enteado/outro familiar;Procurou ajuda da família;;30 a 39 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Nordeste;Não;Sim;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
804;Não;No trabalho;Na Justiça;Não;;;;;;;30 a 39 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Importante;Sexual;Não;;;
805;Não;Na família;Na solicitação de serviços;Não;;;;;;;50 a 59 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Nordeste;Não;Sim;Muito importante;Muito importante;Muito importante;Sexual;Sim;Física;;
806;Não;Na família;Na solicitação de serviços;Não;;;;;;;50 a 59 anos;Ensino superior;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Dona de casa;Nordeste;Não;Não;Importante;Muito importante;Muito importante;Psicológica;Não;;;
