"ID";"P03";"P05";"P06";"P07";"P08";"P12";"P1301";"P1302";"P1303";"P1304";"P1305";"P1306";"P1307";"P1308";"P1309";"P14";"P15";"P16";"P19";"P20";"P21";"P22";"P231";"P232";"P233";"P234";"P235";"P236";"P237";"P238";"P24";"P251";"P252";"P253";"P254";"P255";"P256";"P257";"P258";"P2601";"P2602";"P2603";"P2604";"P2605";"P2606";"P2607";"P2608";"P2609";"P2610";"P2611";"P2612";"P2613";"P2614";"P2615";"P2701";"P2702";"P2703";"P2704";"P2705";"P2706";"P2707";"P2708";"P2709";"P2710";"P2711";"P2712";"P2713";"P2714";"P2715";"P2716";"P2717";"P2718";"P28";"P29";"P30";"P32";"P3101";"P3102";"P3103";"P3104";"P3105";"P3106";"P3107";"P3108";"P3109";"P3110";"P3111";"P33";"P34";"P35";"P36";"P37";"P38";"P39";"REGIAO";"P09";"P10";"P11";"P17";"P18';"PropFM",,,
898;Santa Catarina;Às vezes;Na rua;Pouco machista;Aumentou;Não denunciam;No;Yes;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Separada</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Amarela;Sul;Sim;Sim;Sim;Sim;<b>Deve</b>;81134,9411764706,,
899;Santa Catarina;Às vezes;Na rua;Pouco machista;Aumentou;Na minoria das vezes;No;No;No;No;Yes;Yes;Yes;No;No;Sim;Em parte;Muito;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Viúva</b>;Sim;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Branca;Sul;Sim;Sim;Sim;Não;<b>Deve</b>;27895,8343653251
900;Distrito Federal;Não;Na família;Muito machista;Diminuiu;Na minoria das vezes;No;No;No;No;Yes;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Estudante</b>;Parda;Centro-Oeste;;;Não;Sim;<b>Deve</b>;44249,6153846154,
901;São Paulo;Não;Na família;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;Yes;No;No;No;No;Sim;Não;Muito;Sim;<b>Delegacia da Mulher</b>;Sim;Não;Yes;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Casada</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Dona de casa / Do lar</b>;Branca;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;123254,42251462,
902;Distrito Federal;Sim;Na rua;Pouco machista;Continuou igual;Na minoria das vezes;Yes;No;No;No;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Estudante</b>;Parda;Centro-Oeste;;;Sim;Não;<b>Deve</b>;44249,6153846154,
903;Santa Catarina;Não;Na rua;Muito machista;Continuou igual;Na minoria das vezes;No;No;No;Yes;Yes;Yes;No;No;No;Sim;Sim;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Solteira</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Profissional Liberal (Autônoma)</b>;Branca;Sul;;;Sim;Sim;<b>Deve</b>;32216,3157894737
904;São Paulo;Às vezes;Na rua;Pouco machista;Aumentou;Na minoria das vezes;No;Yes;No;No;Yes;Yes;No;No;No;Sim;Em parte;Pouco;Não;;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Parda;Sudeste;Não;Não;Sim;Não;<b>Não deve</b>;34179,1381118881
905;Distrito Federal;Às vezes;Na família;Pouco machista;Continuou igual;Na minoria das vezes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia comum</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Solteira</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 4.685,01 a R$ 9.370,00 (mais de 5 a 10)</b>;<b>Servidora Pública/Funcionária Pública</b>;Branca;Centro-Oeste;;;Sim;Não;<b>Deve</b>;56762,416666667
906;Santa Catarina;Não;Na rua;Muito machista;Aumentou;Não denunciam;No;No;No;Yes;No;No;No;No;No;Sim;Sim;Pouco;Sim;;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Casada</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Sem renda</b>;<b>Não sei</b>;Branca;Sul;Sim;Sim;Sim;Não;<b>Deve</b>;118531,666666667,,
907;Santa Catarina;Sim;Na rua;Pouco machista;Aumentou;Não denunciam;No;No;No;Yes;Yes;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Central de Atendimento à Mulher (Ligue 180)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Solteira</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Prefiro não responder </b>;<b>Empregada doméstica</b>;Amarela;Sul;Sim;Sim;Sim;Sim;<b>Deve</b>;4555,75,,
908;São Paulo;Não;Na família;Muito machista;Continuou igual;Na minoria das vezes;No;Yes;No;No;No;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;No;No;No;No;Yes;No;No;No;Sim;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Sim;Não;<b>60 anos ou mais</b>;Yes;No;No;No;No;No;No;No;No;No;No;<b>60 anos ou mais</b>;<b>Divorciada</b>;Não;<b>Fundamental COMPLETO (1º grau completo / ginasial completo)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Não sei</b>;Branca;Sudeste;;;Sim;Sim;<b>Deve</b>;123254,42251462,
909;Santa Catarina;Às vezes;No trabalho;Muito machista;Aumentou;Na minoria das vezes;No;Yes;Yes;No;Yes;No;No;No;No;Sim;Não;Muito;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;Yes;No;No;No;Sim;No;No;Yes;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sim;Não;Não;<b>0 a 15 anos</b>;No;No;No;No;No;No;No;No;Yes;No;No;<b>De 40 a 49 anos</b>;<b>Solteira</b>;Sim;<b>Fundamental COMPLETO (1º grau completo / ginasial completo)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Desempregada</b>;Parda;Sul;Sim;Sim;Sim;Sim;<b>Deve</b>;81134,9411764706,
910;São Paulo;Não;Na rua;Muito machista;Continuou igual;Na minoria das vezes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Em parte;Muito;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Sim;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Não;Não;Não;<b>0 a 15 anos</b>;No;No;No;Yes;No;No;No;No;No;No;No;<b>De 16 a 17 anos</b>;<b>Solteira</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Não sei</b>;Parda;Sudeste;;;Sim;Não;<b>Deve</b>;59797,1922146027,
911;Santa Catarina;Às vezes;Na rua;Muito machista;Continuou igual;Na minoria das vezes;Yes;Yes;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia comum</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>União estável</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>Mais de R$ 9.370,01 (Mais de 10 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Branca;Sul;;;Sim;Não;<b>Deve</b>;27895,8343653251,
912;São Paulo;Às vezes;Na rua;Pouco machista;Continuou igual;Na minoria das vezes;No;No;Yes;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;No;Yes;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Aposentada / Pensionista</b>;Preta;Sudeste;;;Sim;Sim;<b>Deve</b>;69679,8
913;São Paulo;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;Yes;No;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Sim;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Servidora Pública/Funcionária Pública</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;80514,7041223404,
914;Santa Catarina;Às vezes;Na família;Muito machista;Continuou igual;Na maioria das vezes;No;Yes;No;No;No;No;No;No;No;Sim;Em parte;Muito;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Casada</b>;Sim;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Branca;Sul;;;Não;Não;<b>Deve</b>;81158,4,,
915;São Paulo;Às vezes;No trabalho;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Viúva</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Não sei</b>;Parda;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;126584,555555556,
916;Santa Catarina;Às vezes;No trabalho;Muito machista;Aumentou;Na minoria das vezes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Sim;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Casada</b>;Sim;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Branca;Sul;Sim;Sim;Sim;Sim;<b>Deve</b>;27895,8343653251
917;São Paulo;Às vezes;Na rua;Pouco machista;Aumentou;Não denunciam;Yes;Yes;No;No;No;No;No;No;No;Sim;Sim;<b>Não sei  (Não Ler)</b>;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;No;No;Yes;No;Yes;No;No;No;Sim;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Não;Não;Não;<b>0 a 15 anos</b>;No;No;No;No;No;No;No;No;No;Yes;No;<b>De 30 a 39 anos</b>;<b>Casada</b>;Sim;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Estudante</b>;Preta;Sudeste;Sim;Não;Sim;Sim;<b>Deve</b>;80514,7041223404,
918;Santa Catarina;Não;No trabalho;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Sim;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sim;Não;Sim;<b>20 a 29 anos</b>;No;Yes;No;No;No;No;No;No;No;No;No;<b>De 20 a 29 anos</b>;<b>Casada</b>;Sim;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Profissional Liberal (Autônoma)</b>;Branca;Sul;Sim;Sim;Sim;Não;<b>Deve</b>;113243,,
919;Santa Catarina;Não;No trabalho;Pouco machista;Continuou igual;Na minoria das vezes;No;No;No;No;No;No;Yes;No;No;Sim;Em parte;Pouco;Sim;;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Profissional Liberal (Autônoma)</b>;Branca;Sul;;;Sim;Não;<b>Deve</b>;76146,8076923077,
920;São Paulo;Não;Na rua;Muito machista;Aumentou;Não denunciam;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Sim;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Sim;<b>0 a 15 anos</b>;No;No;No;No;No;No;No;Yes;No;No;No;<b>De 50 a 59 anos</b>;<b>Casada</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Não sei</b>;Parda;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;126584,555555556,
921;São Paulo;Às vezes;Na rua;Pouco machista;Continuou igual;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Não sei</b>;Parda;Sudeste;;;Não;Não;<b>Deve</b>;59797,1922146027,
922;Santa Catarina;Não;No trabalho;Muito machista;Continuou igual;Não denunciam;No;No;No;No;Yes;No;Yes;No;No;Sim;Não;Pouco;Sim;<b>Delegacia comum</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>União estável</b>;Sim;<b>Fundamental COMPLETO (1º grau completo / ginasial completo)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Dona de casa / Do lar</b>;Branca;Sul;;;Sim;Sim;<b>Deve</b>;21228,
923;São Paulo;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;Yes;Yes;No;Yes;Yes;Yes;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Solteira</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Profissional Liberal (Autônoma)</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;34962,6532738095
924;Santa Catarina;Às vezes;Na rua;Muito machista;Continuou igual;Na minoria das vezes;Yes;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Sem renda</b>;<b>Estudante</b>;Parda;Sul;;;Sim;Sim;<b>Deve</b>;63798,5263157895,,
925;São Paulo;Às vezes;No trabalho;Pouco machista;Aumentou;Na minoria das vezes;Yes;No;No;No;No;Yes;No;No;No;Sim;<b>Prefiro não responder (Não Ler)</b>;Pouco;<b>Não sei  (Não Ler)</b>;;Sim;Sim;Yes;No;Yes;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Sim;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Preta;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;80514,7041223404,,
926;Santa Catarina;Não;Na família;Pouco machista;Continuou igual;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Não;Pouco;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Sim;Yes;No;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Sim;<b>0 a 15 anos</b>;No;No;No;No;No;No;No;Yes;No;No;No;<b>De 50 a 59 anos</b>;<b>Casada</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Servidora Pública/Funcionária Pública</b>;Branca;Sul;;;Não;Não;<b>Deve</b>;118531,666666667,
927;São Paulo;Às vezes;Na rua;Muito machista;Continuou igual;Na minoria das vezes;No;No;No;No;Yes;No;No;No;No;Sim;Não;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;No;No;No;No;No;Yes;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 50 a 59 anos</b>;<b>Casada</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Empregada doméstica</b>;Parda;Sudeste;;;Sim;Sim;<b>Deve</b>;123254,42251462,
928;Santa Catarina;Às vezes;Na rua;Pouco machista;Diminuiu;Na minoria das vezes;No;No;No;Yes;Yes;No;No;No;No;Sim;Em parte;Muito;Sim;<b>Delegacia comum</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 16 a 17 anos</b>;<b>Solteira</b>;Não;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Profissional Liberal (Autônoma)</b>;Branca;Sul;;;Não;Sim;<b>Deve</b>;113243,,
929;São Paulo;Às vezes;No trabalho;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Sim;Yes;No;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Não;<b>18 a 19 anos</b>;No;No;Yes;No;No;Yes;No;No;No;No;No;<b>De 40 a 49 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Profissional Liberal (Autônoma)</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;34179,1381118881
930;Amazonas;Às vezes;Na família;Muito machista;Aumentou;Na maioria das vezes;No;Yes;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 50 a 59 anos</b>;<b>Solteira</b>;Não;<b>Fundamental COMPLETO (1º grau completo / ginasial completo)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Aposentada / Pensionista</b>;Preta;Norte;Sim;Sim;Sim;Sim;<b>Deve</b>;78332,5,
931;São Paulo;Às vezes;Na rua;Muito machista;Continuou igual;Na minoria das vezes;No;No;No;Yes;No;Yes;No;No;No;Sim;Sim;Pouco;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 50 a 59 anos</b>;<b>Solteira</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Servidora Pública/Funcionária Pública</b>;Branca;Sudeste;;;Sim;Não;<b>Deve</b>;69610,96875
932;Amazonas;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Não;Pouco;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Prefiro não responder </b>;<b>Dona de casa / Do lar</b>;Branca;Norte;Sim;Sim;Sim;Sim;<b>Deve</b>;1560,,,
933;São Paulo;Às vezes;Na família;Pouco machista;Aumentou;Na minoria das vezes;No;Yes;No;No;Yes;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;35366,2222222222
934;Amazonas;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 16 a 17 anos</b>;<b>Solteira</b>;Sim;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Sem renda</b>;<b>Estudante</b>;Parda;Norte;Sim;Sim;Sim;Sim;<b>Deve</b>;104557,142857143,,
935;São Paulo;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;No;No;No;Yes;No;No;Sim;Em parte;Muito;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Sim;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Não;Não;Não;<b>16 a 17 anos</b>;No;No;No;No;No;Yes;No;No;No;No;No;<b>De 18 a 19 anos</b>;<b>Solteira</b>;Não;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Estudante</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;59797,1922146027,
