"ID";"P04";"P05";"P06";"P08";"P10";"P11";"P12";"P15";"P16";"P17";"P19";"P071";"P072";"P073";"P074";"P091";"P092";"P093";"P094";"P095";"P096";"P097";"P098";"P099";"P181";"P182";"P183";"P184";"P185";"P186";"P187";"P2001";"P2002";"P2003";"P2004";"P2005";"P2006";"P2007";"P2008";"P2009";"P2010";"P2011";"P211";"P212";"P213";"P214";"P215";"P216";"P217";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"P29";"P30";"P31";"P03";"P32";"P33";"P34";"P35";"P36";"P37";"P02";"P13";"P14",
933;Não;No trabalho;Aumentou;Não denunciam;Não;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 50 a 59 anos;Até Ensino Fundamental;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Católica;Branca;Paraná                                                  ;Sim;Deve,
934;Às vezes;Na família;NS/NR;Na minoria das vezes;Em parte;Sim;Igual;Sim;-2;Sim;Sim;No;No;Yes;No;No;No;No;Yes;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;Ex-namorado,ex-marido ou ex-companheiro;Não;;;Denunciou em uma Delegacia da Mulher;;Bom;;40 a 49 anos;Terceira vez ou mais;Sul;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Profissional Liberal (Autônoma);Evangélica;Branca;Paraná                                                  ;Sim;Não deve
935;Não;Na família;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Família;Sim;Sim;No;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Yes;Yes;No;No;No;No;Ex-namorado,ex-marido ou ex-companheiro;Não;;;Não fez nada;Preocupação com a criação dos filhos;;;16 a 19 anos;Terceira vez ou mais;Sul;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Dona de casa / Do lar;Evangélica;Parda;Paraná                                                  ;Sim;Deve
936;Não;No trabalho;Aumentou;Não denunciam;Não;Sim;Melhor;Não;-2;Não;Não;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;NS/NR;Evangélica;Branca;Paraná                                                  ;Não;Deve,
937;Não;Na sociedade;Diminuiu;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;No;No;Yes;No;No;Yes;No;Yes;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Dona de casa / Do lar;Espírita;Branca;Paraná                                                  ;Sim;Deve,
938;Sim;Na sociedade;Aumentou;Não denunciam;Sim;Sim;Igual;Sim;-2;Não;Não;No;No;Yes;No;No;No;Yes;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;Pernambuco                                               ;Sim;Deve,
939;Não;No trabalho;Aumentou;Não denunciam;Não;Sim;Pior;Sim;-2;Sim;Não;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Profissional Liberal (Autônoma);Católica;Branca;Pernambuco                                               ;Não;Deve,
940;Não;Na família;Aumentou;Na minoria das vezes;Não;Sim;Pior;Não;-2;Sim;Não;Yes;Yes;No;No;Yes;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Dona de casa / Do lar;Católica;Parda;Pernambuco                                               ;Sim;Deve,
941;Não;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Igual;Não;-2;Não;Não;Yes;No;No;No;No;No;No;Yes;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Aposentada / Pensionista;Católica;Branca;Rio de Janeiro                                           ;Sim;Deve,
942;Às vezes;Na sociedade;Diminuiu;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Não;Yes;No;Yes;No;No;No;No;Yes;Yes;No;No;No;No;Yes;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Sem renda;Dona de casa / Do lar;Católica;Branca;Rio de Janeiro                                           ;Sim;Deve,
943;Não;Na família;Aumentou;Não denunciam;Não;Sim;Melhor;Sim;-2;Não;Não;Yes;No;No;No;No;No;No;Yes;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Empregada doméstica;Evangélica;Parda;Rio de Janeiro                                           ;Não;Deve,
944;Não;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Sim;Yes;No;Yes;No;Yes;No;No;Yes;No;No;No;No;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;Ex-namorado,ex-marido ou ex-companheiro;Não;;;Denunciou em uma delegacia comum;;Bom;;40 a 49 anos;Segunda vez;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Empregada doméstica;Evangélica;Branca;Rio de Janeiro                                           ;Não;Deve
945;Não;Na família;Aumentou;Na minoria das vezes;Em parte;Sim;Pior;Sim;Delegacia da Mulher;Sim;Sim;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;Irmão / cunhado;Não;;;Denunciou em uma delegacia comum;;Ótimo;;20 a 29 anos;Primeira vez;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Funcionária de empresa privada;Evangélica;Branca;Rio de Janeiro                                           ;Não;Deve,
946;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Igual;Sim;Polícia / Delegacia comum;Não;Não;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Sem renda;Dona de casa / Do lar;Evangélica;Branca;Rio de Janeiro                                           ;Não;Deve,
947;Sim;Na família;Aumentou;Na minoria das vezes;Em parte;Sim;Igual;Sim;Polícia / Delegacia comum;Não;Sim;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;Ex-namorado,ex-marido ou ex-companheiro;Não;;;Denunciou em uma delegacia comum;;Ótimo;;30 a 39 anos;Terceira vez ou mais;Sul;De 50 a 59 anos;Até Ensino Fundamental;Sem renda;Dona de casa / Do lar;Outra;Branca;Rio Grande do Sul                                        ;Sim;Deve
948;Às vezes;Na família;Aumentou;Na maioria das vezes;Sim;Sim;Melhor;Sim;Delegacia da Mulher;Sim;Não;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Dona de casa / Do lar;Católica;Branca;Rio Grande do Sul                                        ;Sim;Deve,
949;Não;No trabalho;Aumentou;Não denunciam;Em parte;Sim;Melhor;Sim;-2;Não;Não;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;NS/NR;Católica;Branca;Rio Grande do Sul                                        ;Sim;Deve,
950;Às vezes;Na família;Aumentou;Não denunciam;Em parte;Sim;Igual;Não;-2;Sim;Não;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 50 a 59 anos;Até Ensino Fundamental;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Católica;Branca;Santa Catarina                                           ;Sim;Deve,
951;Não;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Pior;Sim;Polícia / Delegacia comum;Sim;Não;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Dona de casa / Do lar;Sem religião/crença;Indígena;São Paulo                                               ;Sim;Deve,
952;Às vezes;Na família;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;-2;Sim;Sim;Yes;No;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;Marido / companheiro;Sim;Não;;Outra opção;;;;16 a 19 anos;Terceira vez ou mais;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;NS/NR;Católica;Branca;São Paulo                                               ;Sim;Deve,
953;Às vezes;No trabalho;Diminuiu;Não denunciam;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Sim;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;Marido / companheiro;Não;;;Não fez nada;Preocupação com a criação dos filhos;;;40 a 49 anos;Primeira vez;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Dona de casa / Do lar;Evangélica;Parda;São Paulo                                               ;Não;Deve,
954;Não;Na família;Continuou igual;Na minoria das vezes;Não;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Sim;Yes;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Marido / companheiro;Não;;;Procurou a Igreja;;;;30 a 39 anos;Não procurei ajuda ;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Sem renda;Empregada doméstica;Católica;Branca;São Paulo                                               ;Sim;Deve,
955;Não;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Não;Não;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Mais de 2 a 5 S.M.;Aposentada / Pensionista;Católica;Branca;São Paulo                                               ;Não;Deve,
956;Às vezes;Na família;Aumentou;Na minoria das vezes;Não;Sim;Melhor;Sim;Delegacia da Mulher;Sim;Sim;No;No;Yes;No;Yes;No;Yes;Yes;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;Yes;No;No;Outro;-2;Não;;Denunciou em uma delegacia comum;;Ótimo;;50 a 59 anos;Terceira vez ou mais;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Profissional Liberal (Autônoma);Espírita;Branca;São Paulo                                               ;Não;Deve,
957;Não;Na sociedade;Aumentou;Não denunciam;Não;Sim;Igual;Não;-2;Não;Não;Yes;No;Yes;No;No;No;No;Yes;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Empregada doméstica;Evangélica;Branca;São Paulo                                               ;Sim;Deve,
958;Às vezes;Na família;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;-2;Não;Não;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Mais de 5 a 10 S.M.;Servidora Pública;Evangélica;Preta;São Paulo                                               ;Sim;Deve,
959;Não;Na sociedade;Aumentou;Não denunciam;Não;Sim;Pior;Não;-2;Sim;Não;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Empregada doméstica;Evangélica;Branca;São Paulo                                               ;Sim;Deve,
960;Às vezes;Na família;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;-2;Sim;Sim;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;Marido / companheiro;Sim;Sim;Semanalmente;Procurou a Igreja;;;;30 a 39 anos;Terceira vez ou mais;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Sem renda;Dona de casa / Do lar;Católica;Branca;São Paulo                                               ;Sim;Deve,
961;Não;Na sociedade;Diminuiu;Não denunciam;Em parte;Sim;Melhor;Sim;-2;Sim;Não;No;No;Yes;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Dona de casa / Do lar;Evangélica;Branca;São Paulo                                               ;Sim;Deve,
962;Às vezes;No trabalho;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;No;No;Yes;No;No;No;No;Yes;Yes;No;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Empregada doméstica;Evangélica;Branca;São Paulo                                               ;Sim;Deve,
963;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Melhor;Sim;-2;Não;Não;Yes;No;Yes;No;No;No;No;Yes;Yes;Yes;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Dona de casa / Do lar;Católica;Parda;São Paulo                                               ;Não;Deve,
964;Não;Na sociedade;Aumentou;Não denunciam;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Sim;Yes;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No;Marido / companheiro;Não;;;Denunciou em uma Delegacia da Mulher;;Péssimo;;16 a 19 anos;Não procurei ajuda ;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Católica;Branca;São Paulo                                               ;Sim;Deve,
965;Não;Na sociedade;Aumentou;Não denunciam;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Sim;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;Tio / Primo;Não;;;Não fez nada;Outra opção;;;0 a 15 anos;Terceira vez ou mais;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Evangélica;Branca;São Paulo                                               ;Sim;Deve,
966;Às vezes;Na família;Diminuiu;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;No;No;Yes;No;Yes;No;No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Desempregada;Evangélica;Parda;São Paulo                                               ;Sim;Deve,
967;Não;Na família;Aumentou;Na maioria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Não;Não;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Sem renda;Dona de casa / Do lar;Católica;Branca;São Paulo                                               ;Sim;Deve,
968;Não;Na família;Continuou igual;Não denunciam;Não;Sim;Igual;Sim;Família;Não;Não;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Empregada doméstica;Católica;Branca;São Paulo                                               ;Não;Deve,
969;Às vezes;No trabalho;Aumentou;Na minoria das vezes;Não;Sim;Igual;Não;-2;Sim;Não;No;No;Yes;No;Yes;No;No;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Sem renda;Dona de casa / Do lar;Evangélica;Branca;São Paulo                                               ;Sim;Deve,
970;Não;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;-2;Não;Não;No;Yes;Yes;No;No;No;No;No;No;Yes;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Sem renda;Dona de casa / Do lar;Evangélica;Parda;São Paulo                                               ;Sim;Deve,
971;Às vezes;Na família;Aumentou;Não denunciam;Não;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Não;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Até 2 S.M.;Empregada doméstica;Católica;Parda;São Paulo                                               ;Sim;Deve,
972;Às vezes;Na sociedade;Continuou igual;Não denunciam;Em parte;Sim;Igual;Sim;Polícia / Delegacia comum;Não;Não;Yes;Yes;No;No;No;Yes;Yes;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Sem renda;Dona de casa / Do lar;Católica;Branca;São Paulo                                               ;Sim;Deve,
973;Às vezes;Na sociedade;Aumentou;Na maioria das vezes;Em parte;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;Yes;No;Yes;No;No;No;No;Yes;Yes;No;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 50 a 59 anos;Até Ensino Fundamental;Sem renda;Empregada doméstica;Católica;Parda;São Paulo                                               ;Não;Deve,
974;Não;Na família;Aumentou;Não denunciam;Não;Sim;NS/NR;Não;-2;Não;Sim;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;Marido / companheiro;Sim;Não;;Procurou ajuda da família;;;;20 a 29 anos;Não procurei ajuda ;Nordeste;De 50 a 59 anos;Até Ensino Fundamental;Sem renda;Dona de casa / Do lar;Católica;Branca;Sergipe                                                  ;Sim;Não deve,
975;Não;Na sociedade;Diminuiu;Não denunciam;Não;Sim;Igual;Sim;-2;Sim;Não;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Norte;De 40 a 49 anos;Até Ensino Fundamental;Até 2 S.M.;Empregada doméstica;Evangélica;Parda;Amazonas                                                 ;Não;Deve,
976;Não;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;Delegacia da Mulher;Sim;Sim;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;Pai;Não;;;Não fez nada;Acreditar que seria a última vez;;;0 a 15 anos;Não procurei ajuda ;Nordeste;De 40 a 49 anos;Até Ensino Fundamental;Até 2 S.M.;Profissional Liberal (Autônoma);Evangélica;Preta;Bahia                                                    ;Sim;Deve,
977;Às vezes;Na família;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;-2;Não;Não;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 40 a 49 anos;Até Ensino Fundamental;Sem renda;Dona de casa / Do lar;NS/NR;Parda;Bahia                                                    ;Sim;Deve,
978;Às vezes;Na família;Aumentou;Não denunciam;Em parte;Sim;Igual;Sim;Delegacia da Mulher;Não;Sim;No;No;Yes;No;No;Yes;No;Yes;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Marido / companheiro;Sim;Não;;Não fez nada;Preocupação com a criação dos filhos;;;20 a 29 anos;Não procurei ajuda ;Nordeste;De 40 a 49 anos;Até Ensino Fundamental;Até 2 S.M.;Funcionária de empresa privada;Católica;NS/NR;Bahia                                                    ;Sim;Deve,
979;Não;Na família;Aumentou;Não denunciam;Não;Sim;Melhor;Sim;Delegacia da Mulher;Sim;Sim;No;No;Yes;No;No;Yes;No;No;No;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Marido / companheiro;Não;;;Denunciou em uma Delegacia da Mulher;;Ótimo;;20 a 29 anos;Primeira vez;Nordeste;De 40 a 49 anos;Até Ensino Fundamental;Até 2 S.M.;Profissional Liberal (Autônoma);Católica;Parda;Bahia                                                    ;Não;Deve,
980;Às vezes;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Delegacia da Mulher;Sim;Não;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 40 a 49 anos;Até Ensino Fundamental;Até 2 S.M.;Empregada doméstica;Evangélica;Parda;Ceará                                                   ;Sim;Deve,
981;Às vezes;Na família;Aumentou;Não denunciam;Sim;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Sim;Yes;No;No;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;Marido / companheiro;Não;;;Procurou a Igreja;;;;20 a 29 anos;NS/NR;Nordeste;De 40 a 49 anos;Até Ensino Fundamental;Até 2 S.M.;Profissional Liberal (Autônoma);Evangélica;Branca;Ceará                                                   ;Não;Deve,
982;Não;Na família;Continuou igual;Na maioria das vezes;Não;Sim;Igual;Sim;Delegacia da Mulher;Sim;Sim;Yes;Yes;No;No;Yes;No;No;Yes;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;Yes;No;No;No;No;NS/NR;-2;Não;;Procurou a Igreja;;;;30 a 39 anos;Primeira vez;Nordeste;De 40 a 49 anos;Até Ensino Fundamental;Até 2 S.M.;Profissional Liberal (Autônoma);Católica;Branca;Ceará                                                   ;Não;Deve,
983;Não;Na sociedade;Aumentou;Na minoria das vezes;NS/NR;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Sim;No;No;Yes;No;Yes;No;No;Yes;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;Yes;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;Ex-namorado,ex-marido ou ex-companheiro;Não;;;Denunciou em uma delegacia comum;;Bom;;16 a 19 anos;Terceira vez ou mais;Nordeste;De 40 a 49 anos;Até Ensino Fundamental;Até 2 S.M.;Profissional Liberal (Autônoma);Católica;Parda;Ceará                                                   ;Não;Deve
984;Não;Na família;Aumentou;Não denunciam;Não;Sim;Pior;Sim;Polícia / Delegacia comum;Sim;Não;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 40 a 49 anos;Até Ensino Fundamental;Até 2 S.M.;Dona de casa / Do lar;Católica;Parda;Espírito Santo                                          ;Sim;Deve,
