"ID";"P04";"P05";"P10";"P11";"P19";"P2001";"P2002";"P2003";"P2004";"P2005";"P2006";"P2007";"P2008";"P2009";"P2010";"P2011";"P211";"P212";"P213";"P214";"P215";"P216";"P217";"P22";"P23";"P25";"P26";"P28";"P30";"P06";"P08";"P091";"P092";"P093";"P094";"P095";"P096";"P097";"P098";"P099";"P15";"P16";"P17";"P181";"P182";"P183";"P184";"P185";"P186";"P187";"P24";"P27";"P29";"P31";"P32";"P33";"Renda2";"P35";"P37";"P36";"P03";"P02";"P071";"P072";"P073";"P074";"P12";"P13";"P14";"P34"
970;Não;NS/NR;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Sim;Não;Não;Não;Não;;;;;60 ou mais;Até Ens. Fund.;Sem renda;Dona de casa / Do lar;Branca;Católica;Sudeste;São Paulo;Não;Não;Sim;Não;Pior;Sim;Sim;Sem renda
971;Às vezes;Na sociedade;Em parte;Não;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na maioria das vezes;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;30 a 39 anos;Ens. Médio;Sem renda;Desempregada;Parda;Católica;Sudeste;São Paulo;Sim;Não;Não;Não;;;;Sem renda
972;Não;Na sociedade;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Marido / companheiro;Sim;;Outra opção <b>(Não ler)</b>;;20 a 29 anos;Aumentou;Não denunciam;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;;;Não procurou ajuda;50 a 59 anos;Ens. Médio;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Preta;Evangélica;Sudeste;São Paulo;Sim;Sim;Sim;Não;Pior;Sim;Sim;Mais de 2 a 5 S.M.
973;Às vezes;No trabalho;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Outras respostas ;Não;;;;;;;;;;;;50 a 59 anos;Ens. Médio;Até 2 S.M.;Dona de casa / Do lar;Parda;Evangélica;Sudeste;São Paulo;Não;Não;Sim;Não;Melhor;Sim;Sim;Até 2 S.M.
974;Às vezes;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;30 a 39 anos;Ens. Médio;Sem renda;Dona de casa / Do lar;Branca;Espírita;Sudeste;São Paulo;Não;Sim;Sim;Não;Melhor;Sim;Sim;Sem renda
975;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;NS/NR;;;;;;;;;;;;50 a 59 anos;Ens. Médio;Sem renda;Dona de casa / Do lar;Branca;Católica;Sudeste;São Paulo;Sim;Sim;Não;Não;Melhor;Sim;Sim;Sem renda
976;Não;Na família;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Não;Marido / companheiro;Não;;NS/NR <b>(Não ler)</b>;;0 a 15 anos;Aumentou;Na minoria das vezes;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Sim;Entidades ou Associações de proteção à mulher (ONGs);Sim;Sim;Não;Sim;Não;Não;Não;Não;;;;Não procurou ajuda;30 a 39 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Branca;Espírita;Sudeste;São Paulo;Não;Não;Sim;Não;Igual;Não;Sim;Até 2 S.M.
977;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Não denunciam;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;NS/NR ;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;20 a 29 anos;Ens. Médio;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Preta;Católica;Sudeste;São Paulo;Não;Não;Sim;Não;Igual;Sim;Sim;Mais de 2 a 5 S.M.
978;Não;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Sim;Não;Não;Não;Não;;;;;40 a 49 anos;Até Ens. Fund.;Até 2 S.M.;Empregada doméstica;Parda;Católica;Sudeste;São Paulo;Não;Sim;Sim;Não;Melhor;Sim;Sim;Até 2 S.M.
979;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na maioria das vezes;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;50 a 59 anos;Ens. Superior;NS/NR;Profissional Liberal (Autônoma);Branca;Católica;Sudeste;São Paulo;Sim;Sim;Não;Não;Melhor;Sim;Sim;NS/NR
980;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;60 ou mais;Ens. Médio;Até 2 S.M.;Aposentada / Pensionista;Branca;Católica;Sudeste;São Paulo;Sim;Não;Sim;Não;Melhor;Sim;Sim;Até 2 S.M.
981;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Não denunciam;Não;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;40 a 49 anos;Ens. Superior;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Branca;Evangélica;Sudeste;São Paulo;Sim;Não;Sim;Não;Melhor;Sim;Sim;Mais de 2 a 5 S.M.
982;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;60 ou mais;Até Ens. Fund.;Até 2 S.M.;Aposentada / Pensionista;Branca;Católica;Sudeste;São Paulo;Não;Não;Sim;Não;Melhor;Sim;Não;Até 2 S.M.
983;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;60 ou mais;Ens. Superior;Mais de 5 S.M.;Aposentada / Pensionista;Branca;Católica;Sudeste;São Paulo;Sim;Sim;Sim;Não;Melhor;Sim;Sim;Mais de 5 a 10 S.M.
984;Sim;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na maioria das vezes;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;60 ou mais;Ens. Médio;Mais de 5 S.M.;Servidora Pública;Parda;Católica;Norte;Amapá;Sim;Não;Sim;Não;Melhor;Sim;Sim;Mais de 5 a 10 S.M.
985;Não;Na sociedade;Em parte;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Marido / companheiro;Não;;Procurou ajuda dos amigos;;20 a 29 anos;Continua igual;Na minoria das vezes;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Não;Não;Sim;Não;Sim;Não;Não;;;;NS/NR;60 ou mais;Ens. Médio;Mais de 2 a 5 S.M.;Servidora Pública;Branca;Sem religião/crença;Sudeste;São Paulo;Não;Não;Sim;Não;Igual;Não;Sim;Mais de 2 a 5 S.M.
986;Sim;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;20 a 29 anos;Ens. Superior;Até 2 S.M.;Profissional Liberal (Autônoma);Branca;Espírita;Sudeste;São Paulo;Sim;Não;Sim;Não;Melhor;Sim;Sim;Até 2 S.M.
987;Às vezes;Na família;Em parte;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Ex-namorado/ex-marido/ex-companheiro;Não;;Procurou ajuda da família;;20 a 29 anos;Aumentou;Na minoria das vezes;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Sim;Não;Não;;;;1ª vez;30 a 39 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Parda;Evangélica;Sudeste;São Paulo;Sim;Sim;Não;Não;Igual;Não;Sim;Até 2 S.M.
988;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Outras respostas ;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;50 a 59 anos;Até Ens. Fund.;Mais de 2 a 5 S.M.;Empregada doméstica;Branca;Católica;Sudeste;São Paulo;Sim;Sim;Não;Não;Pior;Sim;Sim;Mais de 2 a 5 S.M.
989;Às vezes;Na família;Em parte;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Marido / companheiro;Não;;Denunciou em uma Delegacia da Mulher;Regular;40 a 49 anos;Aumentou;Na minoria das vezes;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Sim;Sim;Não;Não;Não;;;;1ª vez;40 a 49 anos;Ens. Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Amarela;Católica;Sudeste;São Paulo;Sim;Sim;Não;Não;Melhor;Sim;Sim;Mais de 2 a 5 S.M.
990;Às vezes;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;20 a 29 anos;Ens. Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Branca;Católica;Sudeste;São Paulo;Não;Sim;Sim;Não;Igual;Não;Sim;Mais de 2 a 5 S.M.
991;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Outras respostas ;Sim;Sim;Não;Sim;Não;Sim;Não;Não;;;;;20 a 29 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Parda;Evangélica;Sudeste;São Paulo;Não;Sim;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
992;Às vezes;Na família;Não;Não;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Não denunciam;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;40 a 49 anos;Até Ens. Fund.;Sem renda;Dona de casa / Do lar;NS/NR ;Evangélica;Sudeste;São Paulo;Sim;Não;Não;Não;;;;Sem renda
993;Às vezes;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;30 a 39 anos;Ens. Médio;Até 2 S.M.;Profissional Liberal (Autônoma);Branca;Outra;Sudeste;São Paulo;Não;Não;Sim;Não;Igual;Sim;Sim;Até 2 S.M.
994;Não;Na família;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;NS/NR;;;Denunciou em uma Delegacia da Mulher;Regular;40 a 49 anos;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;;;3ª vez ou +;50 a 59 anos;Ens. Médio;Até 2 S.M.;Aposentada / Pensionista;Branca;Evangélica;Sudeste;São Paulo;Não;Não;Não;Sim;Pior;Sim;Sim;Até 2 S.M.
995;Às vezes;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Sim;Não;Não;Sim;Não;Não;;;;;40 a 49 anos;Ens. Superior;Mais de 5 S.M.;Servidora Pública;Branca;Católica;Sudeste;São Paulo;Sim;Não;Não;Não;Melhor;Não;Sim;Mais de 5 a 10 S.M.
996;Não;Na família;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Sim;Não;Não;Marido / companheiro;Não;;Denunciou em uma Delegacia da Mulher;Bom;20 a 29 anos;Continua igual;Na minoria das vezes;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Outras respostas ;Sim;Sim;Não;Não;Não;Sim;Não;Não;;;;1ª vez;40 a 49 anos;Ens. Médio;Até 2 S.M.;Profissional Liberal (Autônoma);Parda;Espírita;Sudeste;São Paulo;Não;Sim;Sim;Não;Igual;Não;Sim;Até 2 S.M.
997;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;30 a 39 anos;Até Ens. Fund.;Mais de 5 S.M.;Funcionária de empresa privada;Branca;Espírita;Sudeste;São Paulo;Não;Não;Sim;Não;Melhor;Não;Sim;Mais de 5 a 10 S.M.
998;Não;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;30 a 39 anos;Ens. Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Branca;Evangélica;Sudeste;São Paulo;Sim;Não;Não;Não;Melhor;Sim;Sim;Mais de 2 a 5 S.M.
999;Sim;No trabalho;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na maioria das vezes;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;30 a 39 anos;Até Ens. Fund.;Até 2 S.M.;Empregada doméstica;Branca;Evangélica;Sudeste;São Paulo;Sim;Não;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
1000;Às vezes;Na família;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;NS/NR;;;;;;;;;;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;30 a 39 anos;Ens. Superior;NS/NR;Funcionária de empresa privada;Branca;Católica;Sudeste;São Paulo;Sim;Sim;Sim;Não;Igual;Sim;Sim;NS/NR
1001;Não;Na família;Em parte;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Marido / companheiro;Não;;Não fez nada;;40 a 49 anos;Aumentou;Na minoria das vezes;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Sim;Não;Não;Não;Não;;Dependência financeira;;Não procurou ajuda;50 a 59 anos;Até Ens. Fund.;Até 2 S.M.;Desempregada;Preta;Evangélica;Sudeste;São Paulo;Sim;Não;Sim;Não;Igual;Não;Sim;Até 2 S.M.
1002;Não;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Não;Não;Sim;Não;Não;;;;;50 a 59 anos;Ens. Superior;Mais de 5 S.M.;Servidora Pública;Branca;Espírita;Sudeste;São Paulo;Não;Não;Sim;Não;Melhor;Sim;Sim;Mais de 5 a 10 S.M.
1003;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Sim;Não;Não;Não;Não;;;;;30 a 39 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Branca;Evangélica;Sudeste;São Paulo;Sim;Não;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
1004;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Sim;Não;Sim;Não;Não;;;;;30 a 39 anos;Ens. Superior;Mais de 5 S.M.;Funcionária de empresa privada;Branca;Católica;Sudeste;São Paulo;Sim;Não;Não;Não;Melhor;Sim;Sim;Mais de 5 a 10 S.M.
1005;Não;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;20 a 29 anos;Ens. Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Branca;Sem religião/crença;Sudeste;São Paulo;Não;Não;Sim;Não;NS/NR;Sim;Sim;Mais de 2 a 5 S.M.
1006;Não;Na família;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Marido / companheiro;Sim;Todos os dias;Denunciou em uma delegacia comum;Bom;20 a 29 anos;Aumentou;Na minoria das vezes;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;;;3ª vez ou +;40 a 49 anos;Até Ens. Fund.;Sem renda;Dona de casa / Do lar;Branca;Católica;Sudeste;São Paulo;Sim;Não;Sim;Não;Melhor;Sim;Sim;Sem renda
1007;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Sim;NS/NR ;Não;;;;;;;;;;;;20 a 29 anos;Ens. Superior;Até 2 S.M.;Profissional Liberal (Autônoma);Branca;Evangélica;Sudeste;São Paulo;Não;Não;Sim;Não;Melhor;NS/NR;Sim;Até 2 S.M.
1008;Não;Na sociedade;Em parte;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Namorado;Não;;Procurou ajuda da família;;16 a 19 anos;Continua igual;Na minoria das vezes;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Sim;Não;Sim;Não;Não;;;;1ª vez;20 a 29 anos;Ens. Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Preta;Espírita;Sudeste;São Paulo;Não;Não;Sim;Não;Melhor;Não;Sim;Mais de 2 a 5 S.M.
1009;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;30 a 39 anos;Ens. Médio;NS/NR;Funcionária de empresa privada;Branca;Católica;Sudeste;São Paulo;Sim;Não;Sim;Não;Igual;Não;Sim;NS/NR
1010;Às vezes;Na família;NS/NR;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;60 ou mais;Até Ens. Fund.;NS/NR;Profissional Liberal (Autônoma);Branca;Católica;Sudeste;São Paulo;Sim;Sim;Não;Não;Melhor;Sim;Sim;NS/NR
1011;Sim;No trabalho;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Não denunciam;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;50 a 59 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Branca;Evangélica;Sudeste;São Paulo;Sim;Não;Sim;Não;Igual;Sim;Sim;Até 2 S.M.
1012;Às vezes;No trabalho;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Sim;Polícia / Delegacia comum;Sim;Não;Não;Sim;Não;Sim;Não;Não;;;;;40 a 49 anos;Ens. Médio;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Parda;Evangélica;Sudeste;São Paulo;Sim;Não;Sim;Não;Igual;Sim;Sim;Mais de 2 a 5 S.M.
1013;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Central de Atendimento à Mulher (Ligue 180);Sim;Sim;Não;Sim;Não;Sim;Não;Não;;;;;60 ou mais;Ens. Superior;Mais de 5 S.M.;Aposentada / Pensionista;Branca;Sem religião/crença;Sudeste;São Paulo;Sim;Não;Sim;Não;Melhor;Não;Sim;Mais de 10 S.M.
1014;Não;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Não;Não;Não;Sim;Não;Não;NS/NR;;Não;;;;;;;;;;;;40 a 49 anos;Até Ens. Fund.;Até 2 S.M.;Empregada doméstica;Branca;Evangélica;Sudeste;São Paulo;Sim;Não;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
1015;Sim;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Sim;Não;Não;Não;Não;;;;;30 a 39 anos;Ens. Médio;Mais de 2 a 5 S.M.;Empregada doméstica;NS/NR ;Evangélica;Sudeste;São Paulo;Sim;Não;Não;Não;Igual;Sim;Sim;Mais de 2 a 5 S.M.
1016;Sim;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Sim;Sim;Não;Sim;Não;Sim;Não;Não;;;;;40 a 49 anos;Ens. Médio;Até 2 S.M.;Dona de casa / Do lar;Branca;Evangélica;Sudeste;São Paulo;Sim;Não;Não;Não;Igual;Não;Não;Até 2 S.M.
1017;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Não;Não;Não;Não;Sim;Não;Não;;;;;50 a 59 anos;Até Ens. Fund.;Até 2 S.M.;Servidora Pública;Branca;Católica;Sudeste;São Paulo;Sim;Sim;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
1018;Não;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Sim;Não;Sim;Não;Não;Não;;;;;40 a 49 anos;Ens. Superior;Mais de 5 S.M.;Funcionária de empresa privada;Parda;Católica;Sudeste;São Paulo;Sim;Sim;Não;Não;Melhor;Sim;Sim;Mais de 5 a 10 S.M.
1019;Não;Outro ambiente;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Sim;Não;Não;Não;Não;;;;;20 a 29 anos;Ens. Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Branca;Evangélica;Sudeste;São Paulo;Sim;Não;Sim;Não;Melhor;Sim;Sim;Mais de 2 a 5 S.M.
1020;Às vezes;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;16 a 19 anos;Ens. Superior;NS/NR;Dona de casa / Do lar;Branca;Católica;Sudeste;São Paulo;Sim;Não;Sim;Não;Melhor;Sim;Sim;NS/NR
1021;Às vezes;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na maioria das vezes;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;20 a 29 anos;Ens. Médio;Sem renda;Dona de casa / Do lar;Branca;Católica;Sudeste;São Paulo;Não;Não;Sim;Não;Melhor;Sim;Sim;Sem renda
1022;Não;No trabalho;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Marido / companheiro;Não;;Denunciou em uma delegacia comum;Péssimo;40 a 49 anos;Diminuiu;Na minoria das vezes;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Sim;Não;Não;;;;3ª vez ou +;50 a 59 anos;Ens. Médio;NS/NR;Funcionária de empresa privada;Branca;Católica;Sudeste;São Paulo;Não;Não;Sim;Não;Igual;Sim;Sim;NS/NR
1023;Sim;Na família;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;50 a 59 anos;Ens. Médio;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Branca;Católica;Sudeste;São Paulo;Sim;Sim;Não;Não;Melhor;Sim;Sim;Mais de 2 a 5 S.M.
1024;Não;No trabalho;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Sim;Não;Não;Não;Não;;;;;30 a 39 anos;Ens. Superior;Mais de 2 a 5 S.M.;Servidora Pública;Preta;Evangélica;Sudeste;São Paulo;Não;Sim;Sim;Não;Melhor;Não;Sim;Mais de 2 a 5 S.M.
