"ID";"P01";"P02";"P03";"P04";"P07";"P08";"P12";"P13";"P15";"P18";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P27";"P061";"P062";"P063";"P064";"P065";"P066";"P111";"P112";"P113";"P114";"P141";"P142";"P143";"P144";"P145";"P146";"P171";"P172";"P173";"P174";"P175";"P176";"P1601";"P1602";"P1603";"P1604";"P1605";"P1606";"P1607";"P1608";"P1609";"P1610";"P261";"P262";"P263";"P264";"P265";"P266";"P267";"P268";"P28";"P29";"P30";"P31";"P32";"P33";"P091";"P092";"P093";"P094";"P095";"P096";"P097";"P098";"P099";"P051";"P052";"P053";"P054";"P055";"P056";"P057";"P058";"P10",,
688;Às vezes;Na família;Continua igual;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Marido;Não;;;Denunciou em delegacia comum;;Ruim;20 a 29 anos;Sim;Yes;Yes;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;40 a 49 anos;5ª a 8ª série do Fund.;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Espírita;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim
689;Às vezes;Na família;Diminuiu;Não;Em parte;Não;Polícia / Delegacia;Sim;Sim;Outros;Sim;Não;;Denunciou em delegacia comum;;Ótimo;30 a 39 anos;Sim;No;Yes;No;No;No;No;Yes;No;No;No;Yes;Yes;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;Yes;No;No;No;30 a 39 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Servidora pública;Católica;Região Sudeste;;;;;;;;;;;;;;;;;;Sim
690;Não;Na família;Aumentou;Não;Sim;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;Yes;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;No;Yes;Yes;No;60 anos ou +;Ensino Médio;Até 1 salário mínimo (Até R$ 415,00);Aposentada;Sem religião - Ateu;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim,
691;Não;No trabalho;Aumentou;Não;Em parte;Sim;Central de Atendimento à Mulher (número 180);Sim;Não;;;;;;;;;Sim;No;No;No;No;Yes;No;Yes;No;No;No;Yes;Yes;Yes;No;Yes;No;;;;;;;;;;;;;;;;;No;No;Yes;Yes;No;No;No;No;60 anos ou +;Ensino Superior;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Profissional liberal (Autônoma);Evangélica;Região Sudeste;No;No;No;No;No;No;No;Yes;No;;;;;;;;;Não
692;Às vezes;Na sociedade;Diminuiu;Não;Em parte;Sim;Família;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;Yes;No;No;30 a 39 anos;Ensino Médio;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Funcionária de empresa privada;Católica;Região Sudeste;No;No;No;No;No;No;No;Yes;No;;;;;;;;;Sim
693;Às vezes;No trabalho;Aumentou;Não;Não;Sim;Delegacia da Mulher;Sim;Não;;;;;;;;;Sim;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;40 a 49 anos;Ensino Superior;Mais de 10 SM (Mais de R$ 4.150,00);Profissional liberal (Autônoma);Evangélica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Não,
694;Não;Na sociedade;Diminuiu;Não;Não;Sim;Amigos;Sim;Sim;Tio/Primo/Irmão;Não;;;Não fez nada;A certeza de que nada irá mudar;;0 a 16 anos;Sim;No;Yes;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Yes;No;No;No;No;No;20 a 29 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Funcionária de empresa privada;Católica;Região Nordeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim
695;Às vezes;Na família;Continua igual;Às vezes;Em parte;Sim;Delegacia da Mulher;Sim;Não;;;;;;;;;Não;No;Yes;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;;;;;;;;;;;;;;;;;No;No;Yes;No;No;Yes;No;No;30 a 39 anos;Ensino Superior;Mais de 10 SM (Mais de R$ 4.150,00);Servidora pública;Sem religião - Ateu;Região Nordeste;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Não,
696;Não;Na sociedade;Aumentou;Não;Em parte;Sim;Delegacia da Mulher;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;Yes;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;30 a 39 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Servidora pública;Católica;Região Nordeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim
697;Não;Na sociedade;Diminuiu;Às vezes;Em parte;Sim;Outras respostas;Sim;Sim;Marido;Não;;;Denunciou em Delegacia da Mulher (Ir para P24);;Ótimo;16 a 19 anos;Não;Yes;Yes;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;Yes;Yes;Yes;Yes;No;Yes;Yes;No;30 a 39 anos;Ensino Superior;Até 1 salário mínimo (Até R$ 415,00);Do Lar (Dona de casa);Católica;Região Nordeste;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Não,
698;Às vezes;Na família;Aumentou;Às vezes;Não;Sim;Outras respostas;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;20 a 29 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Desempregada;Católica;Região Nordeste;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Não
699;Às vezes;Na sociedade;Diminuiu;Não;Em parte;Não;Outras respostas;Não;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;Yes;No;No;40 a 49 anos;5ª a 8ª série do Fund.;NS/NR;Do Lar (Dona de casa);Católica;Região Sudeste;;;;;;;;;;;;;;;;;;Não,,
700;Às vezes;Na sociedade;Aumentou;Às vezes;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;Yes;Yes;No;No;No;Yes;Yes;No;30 a 39 anos;Ensino Superior;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Profissional liberal (Autônoma);Católica;Região Sudeste;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Não
701;Às vezes;Na sociedade;Diminuiu;Às vezes;Não;Não;Família;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;20 a 29 anos;Ensino Superior;Mais de 10 SM (Mais de R$ 4.150,00);Funcionária de empresa privada;Católica;Região Sudeste;;;;;;;;;;No;No;No;No;No;No;Yes;No;Não,
702;Às vezes;Na família;Aumentou;Não;Não;Não;Polícia / Delegacia;Sim;Sim;Marido;Sim;Não;;Não fez nada;A certeza de que seria a última vez;;30 a 39 anos;Não;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;30 a 39 anos;Ensino Médio;Mais de 10 SM (Mais de R$ 4.150,00);Profissional liberal (Autônoma);Evangélica;Região Sudeste;;;;;;;;;;;;;;;;;;Não,
703;Às vezes;Na família;Aumentou;Sim;Em parte;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;Yes;No;No;50 a 59 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Profissional liberal (Autônoma);Evangélica;Região Nordeste;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;Sim
704;Às vezes;No trabalho;Diminuiu;Às vezes;Em parte;Não;Delegacia da Mulher;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;30 a 39 anos;Pós-graduação;Mais de 10 SM (Mais de R$ 4.150,00);Desempregada;Católica;Região Nordeste;;;;;;;;;;No;No;No;No;No;No;Yes;No;Não,
705;Não;No trabalho;Continua igual;Não;Não;Sim;Delegacia da Mulher;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;Yes;No;Yes;No;No;No;40 a 49 anos;Ensino Médio;Até 1 salário mínimo (Até R$ 415,00);Empregada doméstica;Católica;Região Nordeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim,
706;Sim;Na família;Aumentou;Não;Não;Sim;Outras respostas;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;No;Yes;No;40 a 49 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Profissional liberal (Autônoma);Católica;Região Nordeste;No;No;No;No;Yes;No;No;No;No;;;;;;;;;Sim
707;Não;Na família;Aumentou;Não;Em parte;Sim;Delegacia da Mulher;Sim;Sim;Marido;Não;;;Não fez nada;Outra opção;;30 a 39 anos;Não;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;60 anos ou +;Até a 4ª série do Fund.;Até 1 salário mínimo (Até R$ 415,00);Profissional liberal (Autônoma);Católica;Região Nordeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Não,
708;Às vezes;No trabalho;Aumentou;Não;Em parte;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;40 a 49 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Católica;Região Nordeste;No;No;No;Yes;No;No;No;No;No;;;;;;;;;Sim
709;Às vezes;Na família;Aumentou;Às vezes;Não;Sim;Outras respostas;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;40 a 49 anos;Ensino Superior;NS/NR;Estudante;Católica;Região Nordeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Não,,
710;Às vezes;No trabalho;Aumentou;Não;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;40 a 49 anos;Ensino Superior;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Funcionária de empresa privada;Católica;Região Nordeste;No;No;No;No;No;No;No;Yes;No;;;;;;;;;Sim
711;Não;Na sociedade;Aumentou;Não;Em parte;Sim;Outras respostas;Não;Não;;;;;;;;;Não;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;20 a 29 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Estudante;Católica;Região Nordeste;No;No;No;Yes;No;No;No;No;No;;;;;;;;;Sim
712;Não;Na família;Aumentou;Às vezes;Em parte;Sim;Delegacia da Mulher;Sim;Não;;;;;;;;;Sim;Yes;No;Yes;No;No;No;Yes;Yes;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;Yes;Yes;No;Yes;No;No;No;40 a 49 anos;Ensino Superior;Mais de 10 SM (Mais de R$ 4.150,00);Servidora pública;Católica;Região Nordeste;No;No;No;No;No;No;No;No;Yes;No;No;Yes;No;No;No;Yes;No;Não,
713;Não;No trabalho;Aumentou;Não;Não;Sim;Família;Não;Sim;Outros;Não;;;Outra opção;;;20 a 29 anos;Sim;Yes;No;No;No;Yes;No;Yes;No;No;No;;;;;;;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;Yes;20 a 29 anos;5ª a 8ª série do Fund.;NS/NR;Desempregada;Católica;Região Nordeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Não,,
714;Às vezes;Na sociedade;Aumentou;Não;Não;Sim;Outras respostas;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;30 a 39 anos;Ensino Médio;NS/NR;Profissional liberal (Autônoma);Sem religião - Ateu;Região Nordeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Não,,
715;Não;Na sociedade;Aumentou;Não;Não;Sim;Outras respostas;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;Yes;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;No;Yes;Yes;No;20 a 29 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Estudante;Católica;Região Nordeste;No;No;No;Yes;No;Yes;No;No;No;;;;;;;;;Sim
716;Às vezes;Na sociedade;Diminuiu;Às vezes;Em parte;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;No;No;No;No;Yes;No;Yes;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;No;No;Yes;16 a 19 anos;5ª a 8ª série do Fund.;Mais de 10 SM (Mais de R$ 4.150,00);Estudante;Católica;Região Nordeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Sim,
717;Às vezes;Na sociedade;Aumentou;Não;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;No;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;50 a 59 anos;5ª a 8ª série do Fund.;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Servidora pública;Católica;Região Nordeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim
718;Não;Na sociedade;Diminuiu;Às vezes;Em parte;Sim;Outras respostas;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;Yes;Yes;Yes;No;;;;;;;;;;;;;;;;;No;No;No;No;No;Yes;No;No;20 a 29 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Estudante;Evangélica;Região Nordeste;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Não
719;Às vezes;Na sociedade;Diminuiu;Não;Em parte;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Não;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;No;Yes;No;16 a 19 anos;5ª a 8ª série do Fund.;NS/NR;Estudante;Católica;Região Nordeste;No;No;No;Yes;No;No;No;No;No;;;;;;;;;Não,,
720;Não;Na família;Aumentou;Não;Não;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;No;;;;;;;;;;;;;;;;;No;Yes;No;Yes;No;Yes;No;No;30 a 39 anos;Ensino Médio;NS/NR;Funcionária de empresa privada;Católica;Região Centro Oeste;No;No;No;No;No;No;No;Yes;No;;;;;;;;;Sim,,
721;Não;Na família;Aumentou;Sim;Não;Sim;Delegacia da Mulher;Sim;Sim;Marido;Não;;;Outra opção;;;16 a 19 anos;Não;Yes;No;No;No;No;No;No;Yes;No;No;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;Yes;Yes;Yes;Yes;No;Yes;Yes;No;30 a 39 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Do Lar (Dona de casa);Evangélica;Região Centro Oeste;No;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Sim
722;Não;Outros ambientes;Aumentou;Às vezes;Não;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;30 a 39 anos;5ª a 8ª série do Fund.;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Profissional liberal (Autônoma);Evangélica;Região Centro Oeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Não
723;Não;Na sociedade;Diminuiu;Não;Em parte;Sim;Delegacia da Mulher;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;20 a 29 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Funcionária de empresa privada;Católica;Região Centro Oeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim
724;Não;Na sociedade;Aumentou;Às vezes;Em parte;Não;Polícia / Delegacia;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;No;Yes;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;No;Yes;No;No;No;No;40 a 49 anos;Até a 4ª série do Fund.;NS/NR;Profissional liberal (Autônoma);Sem religião - Ateu;Região Centro Oeste;;;;;;;;;;No;No;No;No;No;No;Yes;No;Sim,,
725;Às vezes;Na família;Diminuiu;Às vezes;Sim;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;No;No;No;Yes;No;Yes;No;No;40 a 49 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Servidora pública;Católica;Região Centro Oeste;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Sim
726;Às vezes;Na sociedade;Continua igual;Às vezes;Em parte;Sim;Família;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;30 a 39 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Empregada doméstica;Católica;Região Centro Oeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Sim
727;Às vezes;Na sociedade;Aumentou;Sim;Não;Sim;Delegacia da Mulher;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;No;Yes;No;40 a 49 anos;Ensino Superior;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Servidora pública;Evangélica;Região Centro Oeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;NS/NR
728;Não;No trabalho;Continua igual;Às vezes;Não;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;Yes;Yes;No;No;No;No;No;20 a 29 anos;Ensino Superior;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Desempregada;Evangélica;Região Centro Oeste;No;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;Sim
729;Às vezes;Na sociedade;Aumentou;Não;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;30 a 39 anos;Ensino Médio;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Funcionária de empresa privada;Evangélica;Região Centro Oeste;No;No;No;Yes;No;No;No;No;No;;;;;;;;;Sim
730;Às vezes;Na sociedade;Aumentou;Às vezes;Sim;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;20 a 29 anos;Ensino Superior;Mais de 10 SM (Mais de R$ 4.150,00);Funcionária de empresa privada;Evangélica;Região Centro Oeste;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;Sim,
731;Não;No trabalho;Aumentou;Às vezes;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;No;No;No;No;Yes;No;No;No;Yes;No;Yes;No;No;Yes;Yes;No;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;No;Yes;Yes;No;30 a 39 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Profissional liberal (Autônoma);Católica;Região Centro Oeste;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;Sim
732;Às vezes;Na sociedade;Aumentou;Às vezes;Sim;Sim;Polícia / Delegacia;Sim;Sim;Companheiro;Não;;;Procurou ajuda da família;;;20 a 29 anos;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;30 a 39 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Profissional liberal (Autônoma);Evangélica;Região Centro Oeste;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;Sim
733;Não;No trabalho;Aumentou;Não;Sim;Sim;Outras respostas;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;Yes;No;No;Yes;No;No;No;Yes;No;;;;;;;;;;;;;;;;;No;No;No;Yes;No;No;No;No;40 a 49 anos;Até a 4ª série do Fund.;NS/NR;Do Lar (Dona de casa);Evangélica;Região Centro Oeste;No;No;No;No;No;No;No;Yes;No;;;;;;;;;Sim,,
734;Não;Na sociedade;Aumentou;Não;Sim;Sim;NS/NR;Não;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;30 a 39 anos;Até a 4ª série do Fund.;NS/NR;Do Lar (Dona de casa);Católica;Região Centro Oeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Não,,
735;Às vezes;Na sociedade;Aumentou;Às vezes;Não;Não;Família;Não;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;20 a 29 anos;Ensino Médio;NS/NR;Estudante;Católica;Região Centro Oeste;;;;;;;;;;No;No;No;No;No;No;Yes;No;Não,,
736;Não;Na sociedade;Aumentou;Às vezes;Não;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;No;Yes;Yes;No;40 a 49 anos;Ensino Superior;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Servidora pública;Católica;Região Centro Oeste;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Sim
737;Não;Na sociedade;Aumentou;Às vezes;Em parte;Sim;Delegacia da Mulher;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;;;;;;;;;;;;;;;;;No;Yes;No;No;No;Yes;No;No;40 a 49 anos;Ensino Superior;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Aposentada;Evangélica;Região Centro Oeste;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Sim
738;Às vezes;No trabalho;Continua igual;Às vezes;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;No;No;No;No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;Yes;No;No;No;Yes;No;No;20 a 29 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Católica;Região Centro Oeste;No;Yes;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Não
739;Sim;Na sociedade;Diminuiu;Não;Não;Sim;Amigos;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;60 anos ou +;Ensino Médio;Até 1 salário mínimo (Até R$ 415,00);Profissional liberal (Autônoma);Católica;Região Centro Oeste;No;Yes;No;No;Yes;No;No;No;No;;;;;;;;;Sim,
740;Não;No trabalho;Aumentou;Não;Sim;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;20 a 29 anos;Ensino Médio;Até 1 salário mínimo (Até R$ 415,00);Funcionária de empresa privada;Católica;Região Centro Oeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Não,
741;Não;Na família;Diminuiu;Às vezes;Em parte;Sim;Família;Sim;Sim;Marido;Não;;;Denunciou em delegacia comum;;Ótimo;20 a 29 anos;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;20 a 29 anos;Não Alfabetizado;Até 1 salário mínimo (Até R$ 415,00);Funcionária de empresa privada;Sem religião - Ateu;Região Centro Oeste;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Não,
742;Às vezes;No trabalho;Aumentou;Às vezes;Sim;Sim;Outras respostas;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;Yes;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;No;No;Yes;No;40 a 49 anos;Até a 4ª série do Fund.;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Profissional liberal (Autônoma);Católica;Região Centro Oeste;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Não
