"ID";"P04";"P05";"P10";"P11";"P20";"P2101";"P2102";"P2103";"P2104";"P2105";"P2106";"P2107";"P2108";"P2109";"P2110";"P2111";"P221";"P222";"P223";"P224";"P225";"P226";"P227";"P24";"P26";"P27";"P29";"P31";"P06";"P07";"P091";"P092";"P093";"P094";"P095";"P096";"P097";"P098";"P099";"P16";"P17";"P18";"P191";"P192";"P193";"P194";"P195";"P196";"P197";"P25";"P28";"P30";"P32";"P03";"P02";"P34";"P35";"P36";"P37";"P38";"P39";"P12";"P13";"P141";"P142";"P143";"P144";"P15";"P23";"P33_1";"P33_2",
1188;Sim;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;Yes;No;Yes;No;Yes;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Espírito Santo;20 a 29;Ens. Médio;NS/NR;Funcionária de empresa privada;Católica;Branca;Melhor;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1189;Sim;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na maioria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Espírito Santo;16 a 19 anos;Até Ens. Fund.;Até 2 S.M.;Funcionária de empresa privada;Evangélica;Parda;Melhor;Não;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1190;Não;Na família;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;No;No;No;No;No;No;Yes;No;No;Não;;Sim;Yes;No;Yes;No;No;No;No;;;;;Sudeste;Espírito Santo;30 a 39;Até Ens. Fund.;Até 2 S.M.;Profissional Liberal;Evangélica;Parda;Melhor;Não;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1191;Às vezes;Na família;Em parte;Sim;Sim;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;Não;;Não fez nada;;30 a 39 anos;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;Medo de vingança do agressor;;Não procurei ajuda ;Sudeste;Espírito Santo;60 ou mais;Até Ens. Fund.;NS/NR;Do Lar;Evangélica;Parda;Melhor;Sim;Yes;No;No;No;Sim;Marido/companheiro;Enfraquece a lei;Diminui a proteção à mulher,
1192;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Continuou igual;Na minoria das vezes;No;No;No;No;No;Yes;No;No;No;Sim;Outras respostas ;Não;;;;;;;;;;;;Sudeste;Espírito Santo;16 a 19 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;Melhor;Sim;No;No;Yes;No;Sim;;Fortalece a lei;Aumenta a proteção à mulher,
1193;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;Yes;No;No;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Espírito Santo;20 a 29;Ens. Médio;Sem renda;Desempregada;Evangélica;Parda;Igual;Sim;No;No;Yes;No;Sim;;Fortalece a lei;Aumenta a proteção à mulher,
1194;Não;Na família;Não;Sim;Sim;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;Sim;;Procurou ajuda da família;;16 a 19 anos;Aumentou;Na minoria das vezes;Yes;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;Não;;;Primeira vez;Sudeste;Minas Gerais;16 a 19 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Parda;Pior;Sim;No;No;Yes;No;Sim;Pai;Enfraquece a lei;Diminui a proteção à mulher,
1195;Não;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;Yes;No;No;No;No;Não;;Não;;;;;;;;;;;;Sudeste;Minas Gerais;20 a 29;Ens. Superior;NS/NR;Estudante;Católica;Parda;Igual;NS/NR ;Yes;Yes;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1196;Sim;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Entidades/Associações de proteção à mulher (ONG);Não;;;;;;;;;;;;Sudeste;Rio de Janeiro;50 a 59;Até Ens. Fund.;Até 2 S.M.;Profissional Liberal;Católica;Branca;Melhor;Sim;No;No;No;Yes;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1197;Às vezes;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Continuou igual;Na minoria das vezes;No;Yes;No;No;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Minas Gerais;30 a 39;Ens. Médio;Mais de 2 a 5;Profissional Liberal;Católica;Parda;Melhor;Não;No;No;Yes;No;Sim;;Enfraquece a lei;Aumenta a proteção à mulher,
1198;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;Yes;No;Yes;Yes;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Minas Gerais;16 a 19 anos;Ens. Médio;Sem renda;Estudante;Católica;Parda;Melhor;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1199;Não;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;Yes;No;Yes;Yes;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Minas Gerais;50 a 59;Até Ens. Fund.;Até 2 S.M.;Empregada doméstica;Católica;Branca;Melhor;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1200;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;Yes;No;No;No;Sim;Família;Sim;Yes;No;Yes;No;Yes;No;No;;;;;Sudeste;Minas Gerais;30 a 39;Até Ens. Fund.;Sem renda;Do Lar;Evangélica;Parda;Melhor;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1201;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;Yes;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Centro Oeste;Goiás;16 a 19 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;Melhor;Sim;No;Yes;No;No;Sim;;Fortalece a lei;Aumenta a proteção à mulher,
1202;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;Yes;No;Yes;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Minas Gerais;20 a 29;Ens. Médio;Sem renda;Do Lar;Evangélica;Parda;Igual;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1203;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Minas Gerais;20 a 29;Ens. Médio;Sem renda;Estudante;Católica;Parda;Melhor;Sim;No;Yes;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1204;Não;NS/NR ;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;NS/NR ;;;;;;;;;;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Minas Gerais;50 a 59;Até Ens. Fund.;Até 2 S.M.;Do Lar;Evangélica;Parda;NS/NR ;Não;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1205;Às vezes;Na família;Sim;Sim;Sim;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;Não;;Procurou ajuda da família;;30 a 39 anos;Aumentou;Na minoria das vezes;No;No;No;No;Yes;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;Terceira vez ou mais;Sudeste;Minas Gerais;40 a 49;Ens. Médio;Até 2 S.M.;Empregada doméstica;Católica;Branca;Melhor;Sim;No;Yes;No;No;Sim;Marido/companheiro;Enfraquece a lei;Diminui a proteção à mulher,
1206;Às vezes;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Continuou igual;Não denunciam;No;No;No;Yes;Yes;No;No;No;No;Não;;Não;;;;;;;;;;;;Sudeste;Minas Gerais;40 a 49;Até Ens. Fund.;Até 2 S.M.;Profissional Liberal;Católica;Preta;Igual;Sim;Yes;No;No;No;Sim;;Fortalece a lei;Aumenta a proteção à mulher,
1207;Sim;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Continuou igual;Na minoria das vezes;Yes;No;Yes;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;Yes;No;Yes;No;No;;;;;Sul;Rio Grande do Sul;30 a 39;Ens. Superior;Mais de 5 a 10;Profissional Liberal;Católica;Branca;Melhor;Não;Yes;Yes;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1208;Não;Na família;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;No;No;No;No;Yes;Yes;No;No;No;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;Sudeste;Minas Gerais;60 ou mais;Até Ens. Fund.;Até 2 S.M.;Do Lar;Católica;Branca;Pior;Sim;Yes;Yes;No;No;Sim;;Fortalece a lei;Aumenta a proteção à mulher,
1209;Não;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Não;;Sim;Yes;No;Yes;No;No;No;No;;;;;Sudeste;Minas Gerais;20 a 29;Ens. Médio;Mais de 2 a 5;Funcionária de empresa privada;Católica;Indígena;Igual;Não;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1210;Não;No trabalho;Não;Sim;Sim;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Não;;Procurou ajuda da família;;40 a 49 anos;Aumentou;Não denunciam;No;No;Yes;No;No;No;No;No;No;Sim;Outras respostas ;Sim;No;No;Yes;No;No;No;No;;;;Terceira vez ou mais;Sudeste;Minas Gerais;60 ou mais;Até Ens. Fund.;Até 2 S.M.;Do Lar;Católica;Parda;Pior;Não;Yes;No;No;No;Sim;Marido/companheiro;Enfraquece a lei;Diminui a proteção à mulher,
1211;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Yes;Yes;No;No;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Norte;Amazonas;30 a 39;Ens. Médio;Sem renda;Do Lar;Católica;Parda;Melhor;Não;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1212;Às vezes;Na família;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;São Paulo;16 a 19 anos;Ens. Médio;Até 2 S.M.;Profissional Liberal;Católica;Branca;Igual;Não;Yes;No;No;No;Sim;;Fortalece a lei;Aumenta a proteção à mulher,
1213;Não;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Yes;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;Yes;No;No;No;No;;;;;Sudeste;São Paulo;40 a 49;Ens. Médio;Mais de 2 a 5;Profissional Liberal;Católica;Branca;Melhor;Sim;Yes;Yes;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1214;Não;Na família;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Yes;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;Yes;Yes;No;No;No;No;;;;;Sudeste;São Paulo;30 a 39;Ens. Superior;Mais de 2 a 5;Funcionária de empresa privada;Outras religiões;Branca;Igual;Não;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1215;Não;Na família;Não;Sim;Sim;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Não;;Outra opção;;20 a 29 anos;Aumentou;Não denunciam;No;No;No;Yes;No;Yes;No;No;No;Sim;Delegacia da Mulher;Não;;;;;;;;;;;Terceira vez ou mais;Sudeste;São Paulo;50 a 59;Até Ens. Fund.;Até 2 S.M.;Do Lar;Católica;Branca;Igual;Sim;Yes;Yes;Yes;No;Sim;Ex-namorado,ex-marido ou ex-companheiro;Enfraquece a lei;Diminui a proteção à mulher
1216;Não;No trabalho;Não;Sim;Sim;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;Não;;Procurou ajuda da família;;16 a 19 anos;Aumentou;Na minoria das vezes;Yes;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;Terceira vez ou mais;Sudeste;São Paulo;50 a 59;Ens. Médio;Até 2 S.M.;Desempregada;Católica;Parda;Igual;Sim;Yes;No;No;No;Sim;Marido/companheiro;Enfraquece a lei;Diminui a proteção à mulher,
1217;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Continuou igual;Na minoria das vezes;No;No;No;No;No;No;Yes;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;Minas Gerais;16 a 19 anos;Até Ens. Fund.;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;Igual;Sim;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1218;Não;Na família;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Yes;No;No;Yes;No;No;No;No;No;Não;;Não;;;;;;;;;;;;Sudeste;São Paulo;60 ou mais;Ens. Médio;Até 2 S.M.;Aposentada;Católica;Preta;Pior;Não;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1219;Não;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;Yes;No;No;No;No;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;Sudeste;São Paulo;30 a 39;Ens. Médio;Até 2 S.M.;Do Lar;Evangélica;Parda;Igual;Sim;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1220;Às vezes;No trabalho;Não;Sim;Sim;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;Não;;Procurou ajuda da família;;0 a 16 anos;Aumentou;Na minoria das vezes;No;No;No;Yes;Yes;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;Não procurei ajuda ;Sudeste;São Paulo;20 a 29;Ens. Médio;Até 2 S.M.;Profissional Liberal;Católica;Parda;Igual;Sim;No;No;Yes;No;Sim;Marido/companheiro;Fortalece a lei;Aumenta a proteção à mulher,
1221;Não;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Continuou igual;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;São Paulo;16 a 19 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;Melhor;Sim;No;Yes;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1222;Não;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;Sudeste;São Paulo;40 a 49;Até Ens. Fund.;Sem renda;Do Lar;Católica;Parda;Melhor;Sim;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1223;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;No;No;Yes;No;No;No;No;;;;;Sudeste;Minas Gerais;50 a 59;Até Ens. Fund.;Mais de 2 a 5;Do Lar;Católica;Preta;Igual;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1224;Não;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Espírito Santo;60 ou mais;Ens. Superior;NS/NR;Aposentada;Outras religiões;Branca;Pior;Não;Yes;Yes;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1225;Não;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;No;No;Yes;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Nordeste;Pernambuco;50 a 59;Até Ens. Fund.;Até 2 S.M.;Empregada doméstica;Católica;Branca;Melhor;Não;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1226;Não;Na família;Sim;Não;Sim;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;NS/NR ;;Não fez nada;;30 a 39 anos;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Não;;Não;;;;;;;;;7;;Não procurei ajuda ;Sudeste;Espírito Santo;60 ou mais;Até Ens. Fund.;Sem renda;Do Lar;Católica;Preta;;;No;No;Yes;No;NS/NR ;Outro ;Fortalece a lei;Aumenta a proteção à mulher,
1227;Às vezes;Na família;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;No;Yes;Yes;No;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Espírito Santo;40 a 49;Até Ens. Fund.;Sem renda;Do Lar;Católica;Branca;Igual;Não;No;Yes;No;No;Sim;;Fortalece a lei;Aumenta a proteção à mulher,
1228;Às vezes;Na família;Não;Sim;Sim;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Não;;Não fez nada;;20 a 29 anos;Aumentou;Não denunciam;No;Yes;No;Yes;Yes;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;Yes;No;Yes;No;No;;Acreditar que seria a última vez;;Terceira vez ou mais;Sudeste;Espírito Santo;20 a 29;Até Ens. Fund.;Até 2 S.M.;Profissional Liberal;Católica;Parda;Melhor;Sim;No;No;Yes;No;Sim;Marido/companheiro;Enfraquece a lei;Diminui a proteção à mulher,
1229;Não;Na família;Não;Sim;Sim;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;Sim;;Outra opção;;20 a 29 anos;Aumentou;Na minoria das vezes;No;No;No;No;Yes;Yes;No;No;No;Sim;Delegacia da Mulher;Não;;;;;;;;Não;;;Não procurei ajuda ;Sudeste;São Paulo;60 ou mais;Até Ens. Fund.;NS/NR;Empregada doméstica;Evangélica;Branca;Melhor;Sim;Yes;No;No;No;Sim;NS/NR ;Enfraquece a lei;Diminui a proteção à mulher,
1230;Sim;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Continuou igual;Na minoria das vezes;No;No;No;No;No;No;Yes;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;Yes;No;No;No;No;;;;;Sudeste;Espírito Santo;20 a 29;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Evangélica;Branca;Melhor;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1231;Às vezes;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Continuou igual;Na minoria das vezes;No;No;No;Yes;Yes;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;Yes;No;No;No;No;;;;;Sul;Paraná;20 a 29;Ens. Superior;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;Melhor;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1232;Não;NS/NR ;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Continuou igual;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Espírito Santo;20 a 29;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;Melhor;Não;No;Yes;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1233;Sim;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;NS/NR ;;Sim;No;No;No;No;No;Yes;No;;;;;Sudeste;Espírito Santo;30 a 39;Ens. Superior;Até 2 S.M.;Servidora Pública;Evangélica;Parda;Melhor;Sim;Yes;No;No;No;Sim;;Fortalece a lei;NS/NR,
1234;Às vezes;Na família;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;Yes;No;No;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;Yes;No;No;;;;;Sudeste;Espírito Santo;50 a 59;Ens. Superior;Mais de 2 a 5;Aposentada;Evangélica;Branca;Melhor;Não;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1235;Às vezes;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Continuou igual;Na minoria das vezes;Yes;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;Espírito Santo;50 a 59;Até Ens. Fund.;Mais de 2 a 5;Profissional Liberal;Evangélica;Parda;Igual;Sim;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1236;Às vezes;Na família;Em parte;Sim;Sim;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Não;;Outra opção;;20 a 29 anos;Aumentou;Não denunciam;No;No;No;No;No;Yes;No;No;No;Sim;Outras respostas ;Sim;Yes;No;No;No;Yes;No;No;;;;Primeira vez;Sudeste;Espírito Santo;40 a 49;Ens. Médio;Até 2 S.M.;Profissional Liberal;Católica;Parda;Melhor;Sim;No;No;Yes;No;Sim;Outro ;Enfraquece a lei;Diminui a proteção à mulher,
1237;Não;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;No;Yes;Yes;No;No;No;Sim;Outras respostas ;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;Espírito Santo;40 a 49;Até Ens. Fund.;Mais de 5 a 10;Profissional Liberal;Evangélica;Branca;Melhor;Sim;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1238;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;No;No;No;No;No;Yes;No;No;No;Sim;Delegacia da Mulher;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;Espírito Santo;20 a 29;Ens. Superior;Até 2 S.M.;Servidora Pública;Católica;Parda;Igual;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1239;Às vezes;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;Espírito Santo;40 a 49;Ens. Médio;Até 2 S.M.;Servidora Pública;Outras religiões;Parda;Igual;Sim;Yes;Yes;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1240;Às vezes;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Outras respostas ;Sim;Yes;No;No;No;No;No;No;;;;;Nordeste;Paraíba;20 a 29;Ens. Médio;Até 2 S.M.;Servidora Pública;Evangélica;Parda;Melhor;Não;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1241;Não;Na família;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;No;No;No;No;No;No;Yes;No;No;NS/NR ;;Não;;;;;;;;;;;;Sudeste;Espírito Santo;20 a 29;Até Ens. Fund.;Até 2 S.M.;Desempregada;Evangélica;Branca;Igual;Sim;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
1242;Às vezes;Na sociedade;Não;Sim;Sim;No;No;No;No;No;No;No;No;Yes;No;No;Yes;No;No;No;Yes;No;No;Não;;Outra opção;;20 a 29 anos;Aumentou;Na maioria das vezes;No;Yes;No;No;Yes;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;Primeira vez;Sudeste;São Paulo;30 a 39;Até Ens. Fund.;Até 2 S.M.;Profissional Liberal;Evangélica;Parda;Melhor;Sim;Yes;No;No;No;Sim;Marido/companheiro;Fortalece a lei;Aumenta a proteção à mulher,
1243;Não;Na família;Não;Sim;Sim;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;Não;;Procurou ajuda da família;;16 a 19 anos;Aumentou;Na minoria das vezes;Yes;Yes;No;Yes;No;No;No;No;No;Não;;Sim;Yes;No;No;No;Yes;No;No;;;;Terceira vez ou mais;Sudeste;Espírito Santo;20 a 29;Ens. Médio;Até 2 S.M.;Empregada doméstica;Evangélica;Parda;Igual;Sim;Yes;No;No;No;Sim;Marido/companheiro;Enfraquece a lei;Diminui a proteção à mulher,
1244;Sim;Na família;Sim;Não;Sim;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;Sim;;Denunciou em delegacia comum;Péssimo;20 a 29 anos;Aumentou;Na maioria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;No;No;No;No;Yes;No;No;Não;;;Não procurei ajuda ;Sudeste;Espírito Santo;30 a 39;Até Ens. Fund.;Até 2 S.M.;Empregada doméstica;Católica;Parda;;;Yes;No;No;No;NS/NR ;Marido/companheiro;Enfraquece a lei;Aumenta a proteção à mulher,
